"","Well","OD","Time","Plate","ID","Strain","State","Trehalose","Condition","Medium","Replicate"
"2116","D8",0.1112,10,1,"1-D8","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",2
"2119","G8",0.0998,10,1,"1-G8","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",2
"2120","H8",0.0987,10,1,"1-H8","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2121","A8",0.12,12,1,"1-A8","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2122","B8",0.111,12,1,"1-B8","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2123","C8",0.1388,12,1,"1-C8","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2124","D8",0.1116,12,1,"1-D8","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",2
"2127","G8",0.0997,12,1,"1-G8","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",2
"2128","H8",0.0985,12,1,"1-H8","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2129","A8",0.1199,14,1,"1-A8","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2130","B8",0.1109,14,1,"1-B8","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2131","C8",0.1417,14,1,"1-C8","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2132","D8",0.1116,14,1,"1-D8","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",2
"2135","G8",0.0995,14,1,"1-G8","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",2
"2136","H8",0.0987,14,1,"1-H8","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2137","A8",0.1185,16,1,"1-A8","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2138","B8",0.1108,16,1,"1-B8","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2139","C8",0.1451,16,1,"1-C8","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2140","D8",0.1122,16,1,"1-D8","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",2
"2143","G8",0.0994,16,1,"1-G8","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",2
"2144","H8",0.0988,16,1,"1-H8","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2145","A8",0.1177,18,1,"1-A8","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2146","B8",0.1109,18,1,"1-B8","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2147","C8",0.1458,18,1,"1-C8","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2148","D8",0.1116,18,1,"1-D8","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",2
"2151","G8",0.0989,18,1,"1-G8","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",2
"2152","H8",0.0982,18,1,"1-H8","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2153","A8",0.1169,20,1,"1-A8","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2154","B8",0.1108,20,1,"1-B8","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2155","C8",0.1478,20,1,"1-C8","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2156","D8",0.112,20,1,"1-D8","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",2
"2159","G8",0.0991,20,1,"1-G8","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",2
"2160","H8",0.0984,20,1,"1-H8","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2161","A8",0.1165,22,1,"1-A8","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2162","B8",0.1103,22,1,"1-B8","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2163","C8",0.1535,22,1,"1-C8","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2164","D8",0.1124,22,1,"1-D8","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",2
"2167","G8",0.0987,22,1,"1-G8","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",2
"2168","H8",0.0983,22,1,"1-H8","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2169","A8",0.1161,24,1,"1-A8","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2170","B8",0.1105,24,1,"1-B8","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2171","C8",0.1624,24,1,"1-C8","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2172","D8",0.1127,24,1,"1-D8","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",2
"2175","G8",0.0985,24,1,"1-G8","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",2
"2176","H8",0.0981,24,1,"1-H8","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2177","A8",0.1154,26,1,"1-A8","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2178","B8",0.1105,26,1,"1-B8","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",2
"2179","C8",0.1849,26,1,"1-C8","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2180","D8",0.1127,26,1,"1-D8","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",2
"2183","G8",0.0984,26,1,"1-G8","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",2
"2184","H8",0.0982,26,1,"1-H8","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",2
"2369","A9",0.1072,0,1,"1-A9","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2370","B9",0.11,0,1,"1-B9","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2371","C9",0.1182,0,1,"1-C9","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2372","D9",0.1072,0,1,"1-D9","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",3
"2375","G9",0.102,0,1,"1-G9","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",3
"2376","H9",0.104,0,1,"1-H9","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2377","A9",0.1188,2,1,"1-A9","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2378","B9",0.111,2,1,"1-B9","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2379","C9",0.1196,2,1,"1-C9","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2380","D9",0.1089,2,1,"1-D9","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",3
"2383","G9",0.1017,2,1,"1-G9","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",3
"2384","H9",0.1025,2,1,"1-H9","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2385","A9",0.129,4,1,"1-A9","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2386","B9",0.1117,4,1,"1-B9","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2387","C9",0.1226,4,1,"1-C9","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2388","D9",0.1094,4,1,"1-D9","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",3
"2391","G9",0.1014,4,1,"1-G9","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",3
"2392","H9",0.1029,4,1,"1-H9","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2393","A9",0.1277,6,1,"1-A9","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2394","B9",0.1119,6,1,"1-B9","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2395","C9",0.1267,6,1,"1-C9","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2396","D9",0.1098,6,1,"1-D9","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",3
"2399","G9",0.1014,6,1,"1-G9","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",3
"2400","H9",0.1025,6,1,"1-H9","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2401","A9",0.1267,8,1,"1-A9","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2402","B9",0.112,8,1,"1-B9","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2403","C9",0.1315,8,1,"1-C9","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2404","D9",0.1101,8,1,"1-D9","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",3
"2407","G9",0.1014,8,1,"1-G9","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",3
"2408","H9",0.1023,8,1,"1-H9","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2409","A9",0.1245,10,1,"1-A9","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2410","B9",0.1119,10,1,"1-B9","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2411","C9",0.1365,10,1,"1-C9","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2412","D9",0.1104,10,1,"1-D9","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",3
"2415","G9",0.1013,10,1,"1-G9","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",3
"2416","H9",0.1021,10,1,"1-H9","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2417","A9",0.1245,12,1,"1-A9","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2418","B9",0.1121,12,1,"1-B9","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2419","C9",0.142,12,1,"1-C9","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2420","D9",0.111,12,1,"1-D9","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",3
"2423","G9",0.1011,12,1,"1-G9","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",3
"2424","H9",0.1023,12,1,"1-H9","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2425","A9",0.1237,14,1,"1-A9","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2426","B9",0.1122,14,1,"1-B9","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2427","C9",0.147,14,1,"1-C9","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2428","D9",0.1113,14,1,"1-D9","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",3
"2431","G9",0.1007,14,1,"1-G9","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",3
"2432","H9",0.102,14,1,"1-H9","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2433","A9",0.1228,16,1,"1-A9","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2434","B9",0.1125,16,1,"1-B9","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2435","C9",0.1478,16,1,"1-C9","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2436","D9",0.1117,16,1,"1-D9","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",3
"2439","G9",0.1006,16,1,"1-G9","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",3
"2440","H9",0.1019,16,1,"1-H9","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2441","A9",0.1219,18,1,"1-A9","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2442","B9",0.113,18,1,"1-B9","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2443","C9",0.1484,18,1,"1-C9","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2444","D9",0.1119,18,1,"1-D9","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",3
"2447","G9",0.1001,18,1,"1-G9","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",3
"2448","H9",0.1017,18,1,"1-H9","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2449","A9",0.1222,20,1,"1-A9","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2450","B9",0.1183,20,1,"1-B9","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2451","C9",0.1498,20,1,"1-C9","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2452","D9",0.1116,20,1,"1-D9","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",3
"2455","G9",0.0999,20,1,"1-G9","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",3
"2456","H9",0.102,20,1,"1-H9","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2457","A9",0.1213,22,1,"1-A9","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2458","B9",0.1411,22,1,"1-B9","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2459","C9",0.1549,22,1,"1-C9","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2460","D9",0.1117,22,1,"1-D9","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",3
"2463","G9",0.0997,22,1,"1-G9","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",3
"2464","H9",0.1016,22,1,"1-H9","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2465","A9",0.1204,24,1,"1-A9","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2466","B9",0.194,24,1,"1-B9","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2467","C9",0.1669,24,1,"1-C9","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2468","D9",0.1121,24,1,"1-D9","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",3
"2471","G9",0.0995,24,1,"1-G9","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",3
"2472","H9",0.1012,24,1,"1-H9","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2473","A9",0.1203,26,1,"1-A9","Y7039 x YHL033C","Liquid","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2474","B9",0.2175,26,1,"1-B9","Y7039 x YHL033C","Dried","Growth Medium","Heat Shock","SD-HIS-LEU",3
"2475","C9",0.1924,26,1,"1-C9","Y7039 x YHL033C","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2476","D9",0.1122,26,1,"1-D9","Y7039 x YHL033C","Dried","Growth Medium","RT","SD-HIS-LEU",3
"2479","G9",0.0996,26,1,"1-G9","SD-HIS-LEU-Blank","Liquid","No","RT","SD-HIS-LEU",3
"2480","H9",0.101,26,1,"1-H9","SD-HIS-LEU-Blank","Liquid","Growth Medium","RT","SD-HIS-LEU",3
"2665","A10",0.1067,0,1,"1-A10","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",1
"2666","B10",0.1099,0,1,"1-B10","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",1
"2667","C10",0.1057,0,1,"1-C10","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",1
"2668","D10",0.1121,0,1,"1-D10","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",1
"2669","E10",0.1075,0,1,"1-E10","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2670","F10",0.1111,0,1,"1-F10","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2671","G10",0.1146,0,1,"1-G10","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",1
"2672","H10",0.1109,0,1,"1-H10","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",1
"2673","A10",0.1061,2,1,"1-A10","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",1
"2674","B10",0.1116,2,1,"1-B10","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",1
"2675","C10",0.105,2,1,"1-C10","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",1
"2676","D10",0.1152,2,1,"1-D10","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",1
"2677","E10",0.1095,2,1,"1-E10","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2678","F10",0.1136,2,1,"1-F10","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2679","G10",0.1166,2,1,"1-G10","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",1
"2680","H10",0.1122,2,1,"1-H10","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",1
"2681","A10",0.1062,4,1,"1-A10","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",1
"2682","B10",0.1127,4,1,"1-B10","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",1
"2683","C10",0.1051,4,1,"1-C10","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",1
"2684","D10",0.1152,4,1,"1-D10","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",1
"2685","E10",0.1106,4,1,"1-E10","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2686","F10",0.1141,4,1,"1-F10","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2687","G10",0.1188,4,1,"1-G10","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",1
"2688","H10",0.112,4,1,"1-H10","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",1
"2689","A10",0.1062,6,1,"1-A10","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",1
"2690","B10",0.1124,6,1,"1-B10","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",1
"2691","C10",0.1051,6,1,"1-C10","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",1
"2692","D10",0.1158,6,1,"1-D10","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",1
"2693","E10",0.1115,6,1,"1-E10","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2694","F10",0.1154,6,1,"1-F10","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2695","G10",0.1214,6,1,"1-G10","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",1
"2696","H10",0.1121,6,1,"1-H10","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",1
"2697","A10",0.1062,8,1,"1-A10","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",1
"2698","B10",0.1114,8,1,"1-B10","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",1
"2699","C10",0.105,8,1,"1-C10","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",1
"2700","D10",0.1165,8,1,"1-D10","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",1
"2701","E10",0.114,8,1,"1-E10","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2702","F10",0.1165,8,1,"1-F10","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2703","G10",0.1242,8,1,"1-G10","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",1
"2704","H10",0.1123,8,1,"1-H10","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",1
"2705","A10",0.1061,10,1,"1-A10","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",1
"2706","B10",0.1106,10,1,"1-B10","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",1
"2707","C10",0.105,10,1,"1-C10","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",1
"2708","D10",0.1165,10,1,"1-D10","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",1
"2709","E10",0.114,10,1,"1-E10","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2710","F10",0.1177,10,1,"1-F10","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2711","G10",0.126,10,1,"1-G10","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",1
"2712","H10",0.1123,10,1,"1-H10","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",1
"2713","A10",0.1061,12,1,"1-A10","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",1
"2714","B10",0.1111,12,1,"1-B10","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",1
"2715","C10",0.1049,12,1,"1-C10","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",1
"2716","D10",0.1171,12,1,"1-D10","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",1
"2717","E10",0.1163,12,1,"1-E10","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2718","F10",0.1184,12,1,"1-F10","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2719","G10",0.1268,12,1,"1-G10","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",1
"2720","H10",0.1129,12,1,"1-H10","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",1
"2721","A10",0.1061,14,1,"1-A10","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",1
"2722","B10",0.1111,14,1,"1-B10","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",1
"2723","C10",0.105,14,1,"1-C10","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",1
"2724","D10",0.1171,14,1,"1-D10","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",1
"2725","E10",0.1161,14,1,"1-E10","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2726","F10",0.1188,14,1,"1-F10","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2727","G10",0.1269,14,1,"1-G10","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",1
"2728","H10",0.1131,14,1,"1-H10","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",1
"2729","A10",0.1061,16,1,"1-A10","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",1
"2730","B10",0.1107,16,1,"1-B10","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",1
"2731","C10",0.105,16,1,"1-C10","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",1
"2732","D10",0.1176,16,1,"1-D10","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",1
"2733","E10",0.1173,16,1,"1-E10","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2734","F10",0.1194,16,1,"1-F10","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2735","G10",0.1278,16,1,"1-G10","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",1
"2736","H10",0.1141,16,1,"1-H10","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",1
"2737","A10",0.106,18,1,"1-A10","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",1
"2738","B10",0.1105,18,1,"1-B10","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",1
"2739","C10",0.1049,18,1,"1-C10","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",1
"2740","D10",0.1176,18,1,"1-D10","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",1
"2741","E10",0.1167,18,1,"1-E10","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2742","F10",0.1198,18,1,"1-F10","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2743","G10",0.1351,18,1,"1-G10","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",1
"2744","H10",0.1145,18,1,"1-H10","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",1
"2745","A10",0.106,20,1,"1-A10","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",1
"2746","B10",0.1107,20,1,"1-B10","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",1
"2747","C10",0.1051,20,1,"1-C10","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",1
"2748","D10",0.1177,20,1,"1-D10","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",1
"2749","E10",0.1165,20,1,"1-E10","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2750","F10",0.1198,20,1,"1-F10","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2751","G10",0.1399,20,1,"1-G10","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",1
"2752","H10",0.117,20,1,"1-H10","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",1
