"","Well","OD","Time","Plate","ID","Strain","State","Trehalose","Condition","Medium","Replicate"
"2753","A10",0.1061,22,1,"1-A10","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",1
"2754","B10",0.1108,22,1,"1-B10","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",1
"2755","C10",0.105,22,1,"1-C10","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",1
"2756","D10",0.1176,22,1,"1-D10","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",1
"2757","E10",0.1161,22,1,"1-E10","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2758","F10",0.1199,22,1,"1-F10","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2759","G10",0.1361,22,1,"1-G10","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",1
"2760","H10",0.1193,22,1,"1-H10","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",1
"2761","A10",0.1061,24,1,"1-A10","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",1
"2762","B10",0.111,24,1,"1-B10","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",1
"2763","C10",0.105,24,1,"1-C10","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",1
"2764","D10",0.1178,24,1,"1-D10","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",1
"2765","E10",0.1146,24,1,"1-E10","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2766","F10",0.1196,24,1,"1-F10","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2767","G10",0.1394,24,1,"1-G10","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",1
"2768","H10",0.1217,24,1,"1-H10","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",1
"2769","A10",0.106,26,1,"1-A10","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",1
"2770","B10",0.111,26,1,"1-B10","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",1
"2771","C10",0.105,26,1,"1-C10","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",1
"2772","D10",0.1179,26,1,"1-D10","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",1
"2773","E10",0.1151,26,1,"1-E10","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2774","F10",0.1197,26,1,"1-F10","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",1
"2775","G10",0.1482,26,1,"1-G10","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",1
"2776","H10",0.1267,26,1,"1-H10","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",1
"2961","A11",0.1111,0,1,"1-A11","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",2
"2962","B11",0.1136,0,1,"1-B11","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",2
"2963","C11",0.1075,0,1,"1-C11","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",2
"2964","D11",0.1128,0,1,"1-D11","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",2
"2965","E11",0.1091,0,1,"1-E11","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"2966","F11",0.1131,0,1,"1-F11","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"2967","G11",0.1158,0,1,"1-G11","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",2
"2968","H11",0.1128,0,1,"1-H11","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",2
"2969","A11",0.1089,2,1,"1-A11","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",2
"2970","B11",0.1142,2,1,"1-B11","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",2
"2971","C11",0.1071,2,1,"1-C11","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",2
"2972","D11",0.1134,2,1,"1-D11","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",2
"2973","E11",0.1105,2,1,"1-E11","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"2974","F11",0.1138,2,1,"1-F11","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"2975","G11",0.117,2,1,"1-G11","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",2
"2976","H11",0.1137,2,1,"1-H11","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",2
"2977","A11",0.1085,4,1,"1-A11","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",2
"2978","B11",0.1148,4,1,"1-B11","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",2
"2979","C11",0.1071,4,1,"1-C11","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",2
"2980","D11",0.1135,4,1,"1-D11","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",2
"2981","E11",0.112,4,1,"1-E11","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"2982","F11",0.1146,4,1,"1-F11","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"2983","G11",0.1191,4,1,"1-G11","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",2
"2984","H11",0.1146,4,1,"1-H11","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",2
"2985","A11",0.1077,6,1,"1-A11","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",2
"2986","B11",0.1155,6,1,"1-B11","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",2
"2987","C11",0.1071,6,1,"1-C11","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",2
"2988","D11",0.1131,6,1,"1-D11","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",2
"2989","E11",0.1148,6,1,"1-E11","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"2990","F11",0.1148,6,1,"1-F11","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"2991","G11",0.1218,6,1,"1-G11","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",2
"2992","H11",0.1161,6,1,"1-H11","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",2
"2993","A11",0.1075,8,1,"1-A11","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",2
"2994","B11",0.1156,8,1,"1-B11","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",2
"2995","C11",0.107,8,1,"1-C11","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",2
"2996","D11",0.1132,8,1,"1-D11","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",2
"2997","E11",0.1176,8,1,"1-E11","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"2998","F11",0.1153,8,1,"1-F11","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"2999","G11",0.1248,8,1,"1-G11","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",2
"3000","H11",0.1175,8,1,"1-H11","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",2
"3001","A11",0.1075,10,1,"1-A11","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",2
"3002","B11",0.1148,10,1,"1-B11","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",2
"3003","C11",0.107,10,1,"1-C11","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",2
"3004","D11",0.1134,10,1,"1-D11","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",2
"3005","E11",0.1193,10,1,"1-E11","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3006","F11",0.1155,10,1,"1-F11","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3007","G11",0.1276,10,1,"1-G11","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",2
"3008","H11",0.1182,10,1,"1-H11","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",2
"3009","A11",0.1075,12,1,"1-A11","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",2
"3010","B11",0.115,12,1,"1-B11","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",2
"3011","C11",0.1069,12,1,"1-C11","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",2
"3012","D11",0.1132,12,1,"1-D11","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",2
"3013","E11",0.1201,12,1,"1-E11","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3014","F11",0.1164,12,1,"1-F11","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3015","G11",0.1299,12,1,"1-G11","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",2
"3016","H11",0.1199,12,1,"1-H11","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",2
"3017","A11",0.108,14,1,"1-A11","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",2
"3018","B11",0.1153,14,1,"1-B11","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",2
"3019","C11",0.1069,14,1,"1-C11","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",2
"3020","D11",0.1131,14,1,"1-D11","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",2
"3021","E11",0.1204,14,1,"1-E11","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3022","F11",0.1168,14,1,"1-F11","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3023","G11",0.1305,14,1,"1-G11","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",2
"3024","H11",0.1217,14,1,"1-H11","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",2
"3025","A11",0.1084,16,1,"1-A11","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",2
"3026","B11",0.1144,16,1,"1-B11","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",2
"3027","C11",0.1069,16,1,"1-C11","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",2
"3028","D11",0.1129,16,1,"1-D11","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",2
"3029","E11",0.1216,16,1,"1-E11","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3030","F11",0.1172,16,1,"1-F11","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3031","G11",0.132,16,1,"1-G11","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",2
"3032","H11",0.1251,16,1,"1-H11","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",2
"3033","A11",0.1084,18,1,"1-A11","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",2
"3034","B11",0.1146,18,1,"1-B11","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",2
"3035","C11",0.1069,18,1,"1-C11","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",2
"3036","D11",0.1129,18,1,"1-D11","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",2
"3037","E11",0.1213,18,1,"1-E11","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3038","F11",0.1177,18,1,"1-F11","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3039","G11",0.1317,18,1,"1-G11","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",2
"3040","H11",0.1244,18,1,"1-H11","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",2
"3041","A11",0.1078,20,1,"1-A11","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",2
"3042","B11",0.1143,20,1,"1-B11","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",2
"3043","C11",0.107,20,1,"1-C11","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",2
"3044","D11",0.112,20,1,"1-D11","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",2
"3045","E11",0.1216,20,1,"1-E11","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3046","F11",0.1182,20,1,"1-F11","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3047","G11",0.1318,20,1,"1-G11","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",2
"3048","H11",0.1312,20,1,"1-H11","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",2
"3049","A11",0.1075,22,1,"1-A11","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",2
"3050","B11",0.1147,22,1,"1-B11","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",2
"3051","C11",0.107,22,1,"1-C11","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",2
"3052","D11",0.1121,22,1,"1-D11","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",2
"3053","E11",0.1205,22,1,"1-E11","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3054","F11",0.119,22,1,"1-F11","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3055","G11",0.1332,22,1,"1-G11","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",2
"3056","H11",0.1377,22,1,"1-H11","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",2
"3057","A11",0.1076,24,1,"1-A11","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",2
"3058","B11",0.1145,24,1,"1-B11","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",2
"3059","C11",0.107,24,1,"1-C11","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",2
"3060","D11",0.1127,24,1,"1-D11","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",2
"3061","E11",0.1217,24,1,"1-E11","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3062","F11",0.1195,24,1,"1-F11","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3063","G11",0.137,24,1,"1-G11","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",2
"3064","H11",0.1496,24,1,"1-H11","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",2
"3065","A11",0.1081,26,1,"1-A11","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",2
"3066","B11",0.1143,26,1,"1-B11","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",2
"3067","C11",0.1069,26,1,"1-C11","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",2
"3068","D11",0.1125,26,1,"1-D11","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",2
"3069","E11",0.1214,26,1,"1-E11","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3070","F11",0.1206,26,1,"1-F11","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",2
"3071","G11",0.1421,26,1,"1-G11","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",2
"3072","H11",0.1677,26,1,"1-H11","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",2
"3257","A12",0.1159,0,1,"1-A12","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",3
"3258","B12",0.1141,0,1,"1-B12","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",3
"3259","C12",0.2519,0,1,"1-C12","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",3
"3260","D12",0.1198,0,1,"1-D12","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",3
"3261","E12",0.1149,0,1,"1-E12","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3262","F12",0.1254,0,1,"1-F12","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3263","G12",0.1199,0,1,"1-G12","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",3
"3264","H12",0.1133,0,1,"1-H12","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",3
"3265","A12",0.1133,2,1,"1-A12","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",3
"3266","B12",0.1111,2,1,"1-B12","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",3
"3267","C12",0.0979,2,1,"1-C12","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",3
"3268","D12",0.1167,2,1,"1-D12","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",3
"3269","E12",0.1252,2,1,"1-E12","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3270","F12",0.1232,2,1,"1-F12","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3271","G12",0.1201,2,1,"1-G12","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",3
"3272","H12",0.1112,2,1,"1-H12","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",3
"3273","A12",0.1142,4,1,"1-A12","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",3
"3274","B12",0.1112,4,1,"1-B12","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",3
"3275","C12",0.1122,4,1,"1-C12","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",3
"3276","D12",0.1174,4,1,"1-D12","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",3
"3277","E12",0.1229,4,1,"1-E12","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3278","F12",0.1245,4,1,"1-F12","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3279","G12",0.1222,4,1,"1-G12","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",3
"3280","H12",0.1117,4,1,"1-H12","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",3
"3281","A12",0.1141,6,1,"1-A12","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",3
"3282","B12",0.1102,6,1,"1-B12","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",3
"3283","C12",0.1336,6,1,"1-C12","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",3
"3284","D12",0.1184,6,1,"1-D12","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",3
"3285","E12",0.1196,6,1,"1-E12","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3286","F12",0.1235,6,1,"1-F12","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3287","G12",0.1229,6,1,"1-G12","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",3
"3288","H12",0.1125,6,1,"1-H12","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",3
"3289","A12",0.1141,8,1,"1-A12","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",3
"3290","B12",0.1104,8,1,"1-B12","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",3
"3291","C12",0.1386,8,1,"1-C12","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",3
"3292","D12",0.1176,8,1,"1-D12","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",3
"3293","E12",0.1171,8,1,"1-E12","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3294","F12",0.1237,8,1,"1-F12","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3295","G12",0.1245,8,1,"1-G12","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",3
"3296","H12",0.1127,8,1,"1-H12","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",3
"3297","A12",0.1142,10,1,"1-A12","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",3
"3298","B12",0.1107,10,1,"1-B12","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",3
"3299","C12",0.1395,10,1,"1-C12","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",3
"3300","D12",0.1162,10,1,"1-D12","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",3
"3301","E12",0.1152,10,1,"1-E12","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3302","F12",0.1235,10,1,"1-F12","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3303","G12",0.1254,10,1,"1-G12","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",3
"3304","H12",0.1124,10,1,"1-H12","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",3
"3305","A12",0.1139,12,1,"1-A12","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",3
"3306","B12",0.1099,12,1,"1-B12","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",3
"3307","C12",0.1428,12,1,"1-C12","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",3
"3308","D12",0.1164,12,1,"1-D12","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",3
"3309","E12",0.1118,12,1,"1-E12","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3310","F12",0.1239,12,1,"1-F12","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3311","G12",0.1257,12,1,"1-G12","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",3
"3312","H12",0.1128,12,1,"1-H12","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",3
"3313","A12",0.1136,14,1,"1-A12","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",3
"3314","B12",0.1101,14,1,"1-B12","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",3
"3315","C12",0.1449,14,1,"1-C12","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",3
"3316","D12",0.1171,14,1,"1-D12","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",3
"3317","E12",0.1088,14,1,"1-E12","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3318","F12",0.124,14,1,"1-F12","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3319","G12",0.1248,14,1,"1-G12","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",3
"3320","H12",0.114,14,1,"1-H12","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",3
"3321","A12",0.1134,16,1,"1-A12","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",3
"3322","B12",0.1096,16,1,"1-B12","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",3
"3323","C12",0.1461,16,1,"1-C12","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",3
"3324","D12",0.1164,16,1,"1-D12","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",3
"3325","E12",0.1064,16,1,"1-E12","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3326","F12",0.1267,16,1,"1-F12","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3327","G12",0.1241,16,1,"1-G12","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",3
"3328","H12",0.1165,16,1,"1-H12","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",3
"3329","A12",0.1135,18,1,"1-A12","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",3
"3330","B12",0.1099,18,1,"1-B12","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",3
"3331","C12",0.1466,18,1,"1-C12","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",3
"3332","D12",0.1161,18,1,"1-D12","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",3
"3333","E12",0.1056,18,1,"1-E12","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3334","F12",0.1239,18,1,"1-F12","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3335","G12",0.1238,18,1,"1-G12","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",3
"3336","H12",0.1171,18,1,"1-H12","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",3
"3337","A12",0.1135,20,1,"1-A12","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",3
"3338","B12",0.1104,20,1,"1-B12","Y7039 x YHL033C","Dried","No","Heat Shock","SD-HIS-LEU",3
"3339","C12",0.1452,20,1,"1-C12","Y7039 x YHL033C","Liquid","No","RT","SD-HIS-LEU",3
"3340","D12",0.1162,20,1,"1-D12","Y7039 x YHL033C","Dried","No","RT","SD-HIS-LEU",3
"3341","E12",0.1045,20,1,"1-E12","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3342","F12",0.125,20,1,"1-F12","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","SD-HIS-LEU",3
"3343","G12",0.1235,20,1,"1-G12","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","SD-HIS-LEU",3
"3344","H12",0.1199,20,1,"1-H12","Y7039 x YHL033C","Dried","Sporulation Medium","RT","SD-HIS-LEU",3
"3345","A12",0.1135,22,1,"1-A12","Y7039 x YHL033C","Liquid","No","Heat Shock","SD-HIS-LEU",3
